Chip Run Filename,D:\RT-PCR\Blood\ChipRun.bml,,,,,,,,,,,,,,,,,,,
Application Version,1.4.2,,,,,,,,,,,,,,,,,,,
Application Build,20070522.1,,,,,,,,,,,,,,,,,,,
Export Type,Table Results,,,,,,,,,,,,,,,,,,,
Quality Threshold,0.65,,,,,,,,,,,,,,,,,,,
Baseline Correction Method,Linear,,,,,,,,,,,,,,,,,,,
Ct Threshold Method,Auto (Detectors),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Quality,Call
S27-A40,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A41,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A42,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A43,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A44,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A45,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A46,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A47,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A48,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A01,434_8,Unknown,1,434_1,MX1,Test,B-actin,9.602611578,0.92,Pass,0.053812245,-5.729813877,0.893333333,Pass,-1.504643536,0.733333333,Pass,-5.521773587,0.733333333,Pass
S24-A02,434_8,Unknown,1,434_1,IRF7,Test,B-actin,11.42133656,0.78,Pass,0.036827459,-3.96780512,0.78,Pass,0.314081449,0.733333333,Pass,-3.759764829,0.733333333,Pass
S24-A03,434_8,Unknown,1,434_1,G1P3,Test,B-actin,10.78653135,0.71,Pass,0.019982874,-5.457960842,0.71,Pass,-0.320723767,0.71,Pass,-5.249920551,0.71,Pass
S24-A04,434_8,Unknown,1,434_1,OASL,Test,B-actin,11.95674944,0.94,Pass,0.065237931,-2.972475224,0.94,Pass,0.849494328,0.733333333,Pass,-2.764434933,0.733333333,Pass
S24-A05,434_8,Unknown,1,434_1,IFIT4,Test,B-actin,13.86936612,0.66,Pass,0.019915253,-6.067816788,0.66,Pass,2.762111005,0.66,Pass,-5.859776497,0.66,Pass
S24-A06,434_8,Unknown,1,434_1,INFA5,Test,B-actin,23.46676517,0.97,Pass,0.072222612,-4.287845493,0.953333333,Pass,12.35951006,0.733333333,Pass,-4.079805202,0.733333333,Pass
S24-A07,434_8,Unknown,1,434_1,TNF ALPHA,Test,B-actin,14.63321391,0.88,Pass,0.035619194,-2.29914962,0.806666667,Pass,3.525958795,0.733333333,Pass,-2.091109329,0.733333333,Pass
S24-A08,434_8,Unknown,1,434_1,PI3,Test,B-actin,15.3084108,0.77,Pass,0.033657989,-0.136693518,0.77,Pass,4.201155684,0.733333333,Pass,0.071346772,0.733333333,Pass
S24-A09,434_8,Unknown,1,434_1,IL-10,Test,B-actin,19.24538216,0.96,Pass,0.052633033,0.111313852,0.926666667,Pass,8.138127043,0.733333333,Pass,0.319354143,0.733333333,Pass
S24-A10,434_8,Unknown,1,434_1,IFIT1,Test,B-actin,12.74510872,0.8,Pass,0.061441596,-5.549177346,0.8,Pass,1.63785361,0.733333333,Pass,-5.341137056,0.733333333,Pass
S24-A11,434_8,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,12.05617685,0.63,Fail,0.01597179,-6.697903265,0.63,Fail,0.948921733,0.63,Fail,-6.489862974,0.63,Fail
S24-A12,434_8,Unknown,1,434_1,IFI44,Test,B-actin,13.40299367,0.85,Pass,0.057802747,-5.309823299,0.85,Pass,2.295738558,0.733333333,Pass,-5.101783009,0.733333333,Pass
S24-A13,434_8,Unknown,1,434_1,PRKR,Test,B-actin,13.35777493,0.9,Pass,0.042447337,-3.908388102,0.886666667,Pass,2.250519814,0.733333333,Pass,-3.700347811,0.733333333,Pass
S24-A14,434_8,Unknown,1,434_1,INFB1,Test,B-actin,22.18785024,0.85,Pass,0.045050435,-3.35559527,0.85,Pass,11.08059513,0.733333333,Pass,-3.14755498,0.733333333,Pass
S24-A15,434_8,Unknown,1,434_1,CCL-24,Test,B-actin,15.94614909,0.89,Pass,0.04242992,-0.384393251,0.89,Pass,4.838893974,0.733333333,Pass,-0.176352961,0.733333333,Pass
S24-A16,434_8,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A17,434_8,Unknown,1,434_1,PBEF,Test,B-actin,13.12570764,0.93,Pass,0.065920425,-0.26769337,0.93,Pass,2.018452525,0.733333333,Pass,-0.059653079,0.733333333,Pass
S24-A18,434_8,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,14.02824914,0.94,Pass,0.082450283,-3.283114419,0.923333333,Pass,2.920994027,0.733333333,Pass,-3.075074129,0.733333333,Pass
S24-A19,434_8,Unknown,1,434_1,OAS3,Test,B-actin,15.67485941,0.97,Pass,0.059583791,-4.411858978,0.946666667,Pass,4.567604297,0.733333333,Pass,-4.203818688,0.733333333,Pass
S24-A20,434_8,Unknown,1,434_1,LY6E,Test,B-actin,12.20818794,0.66,Pass,0.033133264,-4.576086972,0.66,Pass,1.100932831,0.66,Pass,-4.368046681,0.66,Pass
S24-A21,434_8,Unknown,1,434_1,APOBEC3B,Test,B-actin,20.78956908,0.87,Pass,0.049384689,-1.322627142,0.87,Pass,9.682313966,0.733333333,Pass,-1.114586851,0.733333333,Pass
S24-A22,434_8,Unknown,1,434_1,IL1A,Test,B-actin,15.99572062,0.64,Fail,0.019695109,-1.646403009,0.64,Fail,4.888465509,0.64,Fail,-1.438362719,0.64,Fail
S24-A23,434_8,Unknown,1,434_1,IL1B,Test,B-actin,10.4126919,0.98,Pass,0.092491138,-1.849349741,0.98,Pass,-0.694563216,0.733333333,Pass,-1.64130945,0.733333333,Pass
S24-A24,434_8,Unknown,1,434_1,IRF5,Test,B-actin,16.95727292,0.86,Pass,0.068747972,-1.258664295,0.86,Pass,5.850017808,0.733333333,Pass,-1.050624004,0.733333333,Pass
S24-A25,434_8,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.66951934,0.77,Pass,0.035987112,-0.740062337,0.77,Pass,1.562264221,0.733333333,Pass,-0.532022047,0.733333333,Pass
S24-A26,434_8,Unknown,1,434_1,CCL20,Test,B-actin,15.93540392,0.84,Pass,0.066028727,-2.37992576,0.84,Pass,4.828148805,0.733333333,Pass,-2.171885469,0.733333333,Pass
S24-A27,434_8,Unknown,1,434_1,CCL22,Test,B-actin,14.81815372,0.97,Pass,0.062759131,-0.944837747,0.966666667,Pass,3.710898606,0.733333333,Pass,-0.736797456,0.733333333,Pass
S24-A28,434_8,Unknown,1,434_1,CCL2,Test,B-actin,9.258789704,0.83,Pass,0.041469833,-5.57127775,0.83,Pass,-1.84846541,0.733333333,Pass,-5.36323746,0.733333333,Pass
S24-A29,434_8,Unknown,1,434_1,LPL,Test,B-actin,19.44932203,0.88,Pass,0.081767941,-0.945399923,0.88,Pass,8.342066918,0.733333333,Pass,-0.737359633,0.733333333,Pass
S24-A30,434_8,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.53383283,0.92,Pass,0.08927187,-1.42020789,0.92,Pass,1.426577719,0.733333333,Pass,-1.2121676,0.733333333,Pass
S24-A31,434_8,Unknown,1,434_1,B-actin,Reference,,10.59828422,0.78,Pass,0.031186689,-0.717011185,0.775,Pass,999,0,Fail,999,0,Fail
S24-A32,434_8,Unknown,1,434_1,GAPDH,Test,B-actin,10.78160691,0.76,Pass,0.078078015,-0.152825142,0.76,Pass,-0.325648206,0.733333333,Pass,0.055215149,0.733333333,Pass
S24-A33,434_8,Unknown,1,434_1,18S,Test,B-actin,21.57524864,0.94,Pass,0.052145133,-0.572032266,0.91,Pass,10.46799352,0.733333333,Pass,-0.363991976,0.733333333,Pass
S24-A34,434_8,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A35,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A36,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A37,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A38,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A39,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A40,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A41,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A42,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A43,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A44,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A45,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A46,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A47,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S24-A48,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A01,434_9,Unknown,1,434_1,MX1,Test,B-actin,14.73803137,0.92,Pass,0.053812245,-0.594394085,0.893333333,Pass,3.327480847,0.77,Pass,-0.689649204,0.77,Pass
S26-A02,434_9,Unknown,1,434_1,IRF7,Test,B-actin,14.76989696,0.9,Pass,0.036827459,-0.61924472,0.856666667,Pass,3.359346439,0.77,Pass,-0.714499839,0.77,Pass
S26-A03,434_9,Unknown,1,434_1,G1P3,Test,B-actin,15.36935065,0.79,Pass,0.019982874,-0.875141537,0.773333333,Pass,3.958800128,0.77,Pass,-0.970396656,0.77,Pass
S26-A04,434_9,Unknown,1,434_1,OASL,Test,B-actin,14.336975,0.96,Pass,0.065237931,-0.592249663,0.96,Pass,2.926424479,0.77,Pass,-0.687504782,0.77,Pass
S26-A05,434_9,Unknown,1,434_1,IFIT4,Test,B-actin,19.49532731,0.67,Pass,0.019915253,-0.441855595,0.67,Pass,8.084776789,0.67,Pass,-0.537110714,0.67,Pass
S26-A06,434_9,Unknown,1,434_1,INFA5,Test,B-actin,26.65072628,0.97,Pass,0.072222612,-1.103884387,0.953333333,Pass,15.24017576,0.77,Pass,-1.199139505,0.77,Pass
S26-A07,434_9,Unknown,1,434_1,TNF ALPHA,Test,B-actin,16.36666938,0.8,Pass,0.035619194,-0.565694147,0.8,Pass,4.956118858,0.77,Pass,-0.660949266,0.77,Pass
S26-A08,434_9,Unknown,1,434_1,PI3,Test,B-actin,15.07730996,0.8,Pass,0.033657989,-0.367794358,0.793333333,Pass,3.666759435,0.77,Pass,-0.463049477,0.77,Pass
S26-A09,434_9,Unknown,1,434_1,IL-10,Test,B-actin,19.75869603,0.84,Pass,0.052633033,0.62462773,0.84,Pass,8.348145511,0.77,Pass,0.529372611,0.77,Pass
S26-A10,434_9,Unknown,1,434_1,IFIT1,Test,B-actin,18.23949333,0.91,Pass,0.061441596,-0.054792737,0.91,Pass,6.82894281,0.77,Pass,-0.150047856,0.77,Pass
S26-A11,434_9,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,17.51748931,0.64,Fail,0.01597179,-1.236590806,0.64,Fail,6.106938782,0.64,Fail,-1.331845925,0.64,Fail
S26-A12,434_9,Unknown,1,434_1,IFI44,Test,B-actin,18.33836949,0.9,Pass,0.057802747,-0.374447478,0.9,Pass,6.92781897,0.77,Pass,-0.469702597,0.77,Pass
S26-A13,434_9,Unknown,1,434_1,PRKR,Test,B-actin,16.65213095,0.81,Pass,0.042447337,-0.614032079,0.81,Pass,5.241580427,0.77,Pass,-0.709287198,0.77,Pass
S26-A14,434_9,Unknown,1,434_1,INFB1,Test,B-actin,24.41034618,0.76,Pass,0.045050435,-1.133099331,0.76,Pass,12.99979566,0.76,Pass,-1.22835445,0.76,Pass
S26-A15,434_9,Unknown,1,434_1,CCL-24,Test,B-actin,15.69333234,0.84,Pass,0.04242992,-0.637209999,0.84,Pass,4.282781817,0.77,Pass,-0.732465118,0.77,Pass
S26-A16,434_9,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A17,434_9,Unknown,1,434_1,PBEF,Test,B-actin,12.88599341,0.93,Pass,0.065920425,-0.507407596,0.93,Pass,1.475442889,0.77,Pass,-0.602662715,0.77,Pass
S26-A18,434_9,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,16.93855316,0.93,Pass,0.082450283,-0.372810399,0.923333333,Pass,5.528002637,0.77,Pass,-0.468065518,0.77,Pass
S26-A19,434_9,Unknown,1,434_1,OAS3,Test,B-actin,19.53115514,0.92,Pass,0.059583791,-0.555563247,0.92,Pass,8.120604618,0.77,Pass,-0.650818366,0.77,Pass
S26-A20,434_9,Unknown,1,434_1,LY6E,Test,B-actin,16.29002759,0.75,Pass,0.033133264,-0.494247323,0.75,Pass,4.87947707,0.75,Pass,-0.589502441,0.75,Pass
S26-A21,434_9,Unknown,1,434_1,APOBEC3B,Test,B-actin,21.59195646,0.97,Pass,0.049384689,-0.520239759,0.943333333,Pass,10.18140594,0.77,Pass,-0.615494878,0.77,Pass
S26-A22,434_9,Unknown,1,434_1,IL1A,Test,B-actin,18.18744486,0.73,Pass,0.019695109,0.545321232,0.73,Pass,6.77689434,0.73,Pass,0.450066113,0.73,Pass
S26-A23,434_9,Unknown,1,434_1,IL1B,Test,B-actin,12.50342628,0.96,Pass,0.092491138,0.241384645,0.96,Pass,1.092875759,0.77,Pass,0.146129526,0.77,Pass
S26-A24,434_9,Unknown,1,434_1,IRF5,Test,B-actin,18.37585981,0.92,Pass,0.068747972,0.159922596,0.92,Pass,6.965309289,0.77,Pass,0.064667477,0.77,Pass
S26-A25,434_9,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.95272036,0.8,Pass,0.035987112,-0.456861315,0.8,Pass,1.542169834,0.77,Pass,-0.552116434,0.77,Pass
S26-A26,434_9,Unknown,1,434_1,CCL20,Test,B-actin,18.83477533,0.87,Pass,0.066028727,0.519445649,0.84,Pass,7.424224804,0.77,Pass,0.42419053,0.77,Pass
S26-A27,434_9,Unknown,1,434_1,CCL22,Test,B-actin,16.26144134,0.98,Pass,0.062759131,0.498449871,0.966666667,Pass,4.850890815,0.77,Pass,0.403194752,0.77,Pass
S26-A28,434_9,Unknown,1,434_1,CCL2,Test,B-actin,15.85204072,0.82,Pass,0.041469833,1.021973267,0.82,Pass,4.441490197,0.77,Pass,0.926718148,0.77,Pass
S26-A29,434_9,Unknown,1,434_1,LPL,Test,B-actin,20.14894107,0.93,Pass,0.081767941,-0.24578089,0.886666667,Pass,8.738390542,0.77,Pass,-0.341036009,0.77,Pass
S26-A30,434_9,Unknown,1,434_1,OPN(SPP1),Test,B-actin,14.19604244,0.86,Pass,0.08927187,0.24200172,0.86,Pass,2.78549192,0.77,Pass,0.146746601,0.77,Pass
S26-A31,434_9,Unknown,1,434_1,B-actin,Reference,,11.25928745,0.79,Pass,0.031186689,-0.056007958,0.775,Pass,999,0,Fail,999,0,Fail
S26-A32,434_9,Unknown,1,434_1,GAPDH,Test,B-actin,10.84299888,0.76,Pass,0.078078015,-0.091433165,0.76,Pass,-0.567551639,0.76,Pass,-0.186688284,0.76,Pass
S26-A33,434_9,Unknown,1,434_1,18S,Test,B-actin,21.68323682,0.9,Pass,0.052145133,-0.464044088,0.9,Pass,10.27268629,0.77,Pass,-0.559299207,0.77,Pass
S26-A34,434_9,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A35,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A36,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A37,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A38,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A39,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A40,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A41,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A42,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A43,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A44,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A45,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A46,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A47,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S26-A48,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A01,434_8,Unknown,1,434_1,MX1,Test,B-actin,9.661438158,0.96,Pass,0.053812245,-5.670987298,0.893333333,Pass,-1.445816956,0.733333333,Pass,-5.462947007,0.733333333,Pass
S23-A02,434_8,Unknown,1,434_1,IRF7,Test,B-actin,11.58803275,0.79,Pass,0.036827459,-3.801108934,0.79,Pass,0.480777636,0.733333333,Pass,-3.593068643,0.733333333,Pass
S23-A03,434_8,Unknown,1,434_1,G1P3,Test,B-actin,10.90123349,0.7,Pass,0.019982874,-5.343258695,0.7,Pass,-0.20602162,0.7,Pass,-5.135218404,0.7,Pass
S23-A04,434_8,Unknown,1,434_1,OASL,Test,B-actin,12.02174353,0.88,Pass,0.065237931,-2.907481137,0.88,Pass,0.914488414,0.733333333,Pass,-2.699440847,0.733333333,Pass
S23-A05,434_8,Unknown,1,434_1,IFIT4,Test,B-actin,14.71266407,0.6,Fail,0.019915253,-5.224518834,0.6,Fail,3.605408959,0.6,Fail,-5.016478544,0.6,Fail
S23-A06,434_8,Unknown,1,434_1,INFA5,Test,B-actin,24.29984573,0.98,Pass,0.072222612,-3.454764935,0.953333333,Pass,13.19259062,0.733333333,Pass,-3.246724644,0.733333333,Pass
S23-A07,434_8,Unknown,1,434_1,TNF ALPHA,Test,B-actin,15.2613286,0.82,Pass,0.035619194,-1.671034926,0.806666667,Pass,4.154073488,0.733333333,Pass,-1.462994636,0.733333333,Pass
S23-A08,434_8,Unknown,1,434_1,PI3,Test,B-actin,15.33268169,0.83,Pass,0.033657989,-0.112422629,0.793333333,Pass,4.225426573,0.733333333,Pass,0.095617661,0.733333333,Pass
S23-A09,434_8,Unknown,1,434_1,IL-10,Test,B-actin,19.35461418,0.91,Pass,0.052633033,0.220545873,0.91,Pass,8.247359064,0.733333333,Pass,0.428586164,0.733333333,Pass
S23-A10,434_8,Unknown,1,434_1,IFIT1,Test,B-actin,12.43280762,0.88,Pass,0.061441596,-5.861478448,0.88,Pass,1.325552509,0.733333333,Pass,-5.653438157,0.733333333,Pass
S23-A11,434_8,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,13.40126544,0.58,Fail,0.01597179,-5.352814673,0.58,Fail,2.294010325,0.58,Fail,-5.144774382,0.58,Fail
S23-A12,434_8,Unknown,1,434_1,IFI44,Test,B-actin,13.33261938,0.82,Pass,0.057802747,-5.38019759,0.82,Pass,2.225364267,0.733333333,Pass,-5.172157299,0.733333333,Pass
S23-A13,434_8,Unknown,1,434_1,PRKR,Test,B-actin,13.70347089,0.86,Pass,0.042447337,-3.562692145,0.86,Pass,2.596215771,0.733333333,Pass,-3.354651854,0.733333333,Pass
S23-A14,434_8,Unknown,1,434_1,INFB1,Test,B-actin,21.80257551,0.77,Pass,0.045050435,-3.740870002,0.77,Pass,10.6953204,0.733333333,Pass,-3.532829711,0.733333333,Pass
S23-A15,434_8,Unknown,1,434_1,CCL-24,Test,B-actin,16.06243853,0.88,Pass,0.04242992,-0.268103811,0.88,Pass,4.955183415,0.733333333,Pass,-0.06006352,0.733333333,Pass
S23-A16,434_8,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A17,434_8,Unknown,1,434_1,PBEF,Test,B-actin,13.28673631,0.94,Pass,0.065920425,-0.106664701,0.94,Pass,2.179481194,0.733333333,Pass,0.101375589,0.733333333,Pass
S23-A18,434_8,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,13.88869873,0.88,Pass,0.082450283,-3.422664831,0.88,Pass,2.781443616,0.733333333,Pass,-3.21462454,0.733333333,Pass
S23-A19,434_8,Unknown,1,434_1,OAS3,Test,B-actin,15.83501641,0.95,Pass,0.059583791,-4.251701976,0.946666667,Pass,4.727761299,0.733333333,Pass,-4.043661685,0.733333333,Pass
S23-A20,434_8,Unknown,1,434_1,LY6E,Test,B-actin,12.4091281,0.74,Pass,0.033133264,-4.375146815,0.74,Pass,1.301872987,0.733333333,Pass,-4.167106525,0.733333333,Pass
S23-A21,434_8,Unknown,1,434_1,APOBEC3B,Test,B-actin,21.04104896,0.88,Pass,0.049384689,-1.071147261,0.88,Pass,9.933793847,0.733333333,Pass,-0.863106971,0.733333333,Pass
S23-A22,434_8,Unknown,1,434_1,IL1A,Test,B-actin,15.91063314,0.6,Fail,0.019695109,-1.73149049,0.6,Fail,4.803378028,0.6,Fail,-1.5234502,0.6,Fail
S23-A23,434_8,Unknown,1,434_1,IL1B,Test,B-actin,10.50166921,0.98,Pass,0.092491138,-1.760372424,0.98,Pass,-0.6055859,0.733333333,Pass,-1.552332134,0.733333333,Pass
S23-A24,434_8,Unknown,1,434_1,IRF5,Test,B-actin,17.17772801,0.91,Pass,0.068747972,-1.038209203,0.91,Pass,6.0704729,0.733333333,Pass,-0.830168912,0.733333333,Pass
S23-A25,434_8,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.83694991,0.72,Pass,0.035987112,-0.572631766,0.72,Pass,1.729694793,0.72,Pass,-0.364591475,0.72,Pass
S23-A26,434_8,Unknown,1,434_1,CCL20,Test,B-actin,16.0192715,0.85,Pass,0.066028727,-2.296058178,0.84,Pass,4.912016387,0.733333333,Pass,-2.088017887,0.733333333,Pass
S23-A27,434_8,Unknown,1,434_1,CCL22,Test,B-actin,15.0092862,0.93,Pass,0.062759131,-0.753705263,0.93,Pass,3.902031091,0.733333333,Pass,-0.545664972,0.733333333,Pass
S23-A28,434_8,Unknown,1,434_1,CCL2,Test,B-actin,9.259582241,0.87,Pass,0.041469833,-5.570485213,0.833333333,Pass,-1.847672873,0.733333333,Pass,-5.362444922,0.733333333,Pass
S23-A29,434_8,Unknown,1,434_1,LPL,Test,B-actin,19.6167179,0.95,Pass,0.081767941,-0.778004057,0.886666667,Pass,8.509462785,0.733333333,Pass,-0.569963766,0.733333333,Pass
S23-A30,434_8,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.55968992,0.94,Pass,0.08927187,-1.394350803,0.94,Pass,1.452434806,0.733333333,Pass,-1.186310513,0.733333333,Pass
S23-A31,434_8,Unknown,1,434_1,B-actin,Reference,,10.86651977,0.76,Pass,0.031186689,-0.448775639,0.76,Pass,999,0,Fail,999,0,Fail
S23-A32,434_8,Unknown,1,434_1,GAPDH,Test,B-actin,10.94108099,0.76,Pass,0.078078015,0.006648944,0.76,Pass,-0.16617412,0.733333333,Pass,0.214689235,0.733333333,Pass
S23-A33,434_8,Unknown,1,434_1,18S,Test,B-actin,21.8207031,0.96,Pass,0.052145133,-0.326577809,0.91,Pass,10.71344798,0.733333333,Pass,-0.118537518,0.733333333,Pass
S23-A34,434_8,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A35,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A36,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A37,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A38,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A39,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A40,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A41,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A42,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A43,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A44,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A45,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A46,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A47,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S23-A48,434_8,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
