Chip Run Filename,D:\RT-PCR\Blood\ChipRun.bml,,,,,,,,,,,,,,,,,,,
Application Version,1.4.2,,,,,,,,,,,,,,,,,,,
Application Build,20070522.1,,,,,,,,,,,,,,,,,,,
Export Type,Table Results,,,,,,,,,,,,,,,,,,,
Quality Threshold,0.65,,,,,,,,,,,,,,,,,,,
Baseline Correction Method,Linear,,,,,,,,,,,,,,,,,,,
Ct Threshold Method,Auto (Detectors),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Quality,Call
S20-A30,434_7,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.83354806,0.96,Pass,0.08927187,-1.120492662,0.946666667,Pass,1.816407722,0.756666667,Pass,-0.822337596,0.756666667,Pass
S20-A31,434_7,Unknown,1,434_1,B-actin,Reference,,10.71845636,0.76,Pass,0.031186689,-0.596839045,0.76,Pass,999,0,Fail,999,0,Fail
S20-A32,434_7,Unknown,1,434_1,GAPDH,Test,B-actin,10.49646806,0.76,Pass,0.078078015,-0.437963987,0.76,Pass,-0.520672276,0.756666667,Pass,-0.139808922,0.756666667,Pass
S20-A33,434_7,Unknown,1,434_1,18S,Test,B-actin,21.41334978,0.93,Pass,0.052145133,-0.733931124,0.91,Pass,10.39620944,0.756666667,Pass,-0.435776058,0.756666667,Pass
S20-A34,434_7,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A35,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A36,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A37,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A38,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A39,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A40,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A41,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A42,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A43,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A44,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A45,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A46,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A47,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S20-A48,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A01,434_10,Unknown,1,434_1,MX1,Test,B-actin,11.91105583,0.88,Pass,0.053812245,-3.421369627,0.88,Pass,0.469135979,0.753333333,Pass,-3.547994071,0.753333333,Pass
S28-A02,434_10,Unknown,1,434_1,IRF7,Test,B-actin,13.35643836,0.91,Pass,0.036827459,-2.032703319,0.856666667,Pass,1.914518516,0.753333333,Pass,-2.159327763,0.753333333,Pass
S28-A03,434_10,Unknown,1,434_1,G1P3,Test,B-actin,13.52451761,0.75,Pass,0.019982874,-2.719974579,0.75,Pass,2.082597761,0.75,Pass,-2.846599023,0.75,Pass
S28-A04,434_10,Unknown,1,434_1,OASL,Test,B-actin,13.73054723,0.91,Pass,0.065237931,-1.198677432,0.91,Pass,2.288627385,0.753333333,Pass,-1.325301876,0.753333333,Pass
S28-A05,434_10,Unknown,1,434_1,IFIT4,Test,B-actin,16.26621182,0.7,Pass,0.019915253,-3.670971089,0.68,Pass,4.824291969,0.7,Pass,-3.797595534,0.68,Pass
S28-A06,434_10,Unknown,1,434_1,INFA5,Test,B-actin,27.15496311,0.9,Pass,0.072222612,-0.599647554,0.9,Pass,15.71304326,0.753333333,Pass,-0.726271999,0.753333333,Pass
S28-A07,434_10,Unknown,1,434_1,TNF ALPHA,Test,B-actin,16.4546065,0.82,Pass,0.035619194,-0.477757033,0.806666667,Pass,5.012686646,0.753333333,Pass,-0.604381477,0.753333333,Pass
S28-A08,434_10,Unknown,1,434_1,PI3,Test,B-actin,15.39000669,0.78,Pass,0.033657989,-0.055097629,0.78,Pass,3.948086838,0.753333333,Pass,-0.181722073,0.753333333,Pass
S28-A09,434_10,Unknown,1,434_1,IL-10,Test,B-actin,18.42387143,0.88,Pass,0.052633033,-0.710196878,0.88,Pass,6.981951578,0.753333333,Pass,-0.836821322,0.753333333,Pass
S28-A10,434_10,Unknown,1,434_1,IFIT1,Test,B-actin,15.02840556,0.88,Pass,0.061441596,-3.265880512,0.88,Pass,3.586485709,0.753333333,Pass,-3.392504957,0.753333333,Pass
S28-A11,434_10,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,14.99765245,0.64,Fail,0.01597179,-3.756427662,0.64,Fail,3.555732601,0.64,Fail,-3.883052106,0.64,Fail
S28-A12,434_10,Unknown,1,434_1,IFI44,Test,B-actin,15.6399511,0.89,Pass,0.057802747,-3.072865873,0.89,Pass,4.198031249,0.753333333,Pass,-3.199490317,0.753333333,Pass
S28-A13,434_10,Unknown,1,434_1,PRKR,Test,B-actin,14.62228061,0.88,Pass,0.042447337,-2.643882423,0.88,Pass,3.180360758,0.753333333,Pass,-2.770506868,0.753333333,Pass
S28-A14,434_10,Unknown,1,434_1,INFB1,Test,B-actin,24.89158802,0.93,Pass,0.045050435,-0.651857493,0.9,Pass,13.44966817,0.753333333,Pass,-0.778481937,0.753333333,Pass
S28-A15,434_10,Unknown,1,434_1,CCL-24,Test,B-actin,17.2014185,0.9,Pass,0.04242992,0.870876155,0.9,Pass,5.759498646,0.753333333,Pass,0.744251711,0.753333333,Pass
S28-A16,434_10,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A17,434_10,Unknown,1,434_1,PBEF,Test,B-actin,12.99150321,0.92,Pass,0.065920425,-0.401897795,0.92,Pass,1.549583365,0.753333333,Pass,-0.52852224,0.753333333,Pass
S28-A18,434_10,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,15.80366614,0.92,Pass,0.082450283,-1.507697416,0.92,Pass,4.361746295,0.753333333,Pass,-1.634321861,0.753333333,Pass
S28-A19,434_10,Unknown,1,434_1,OAS3,Test,B-actin,17.92604053,0.97,Pass,0.059583791,-2.160677855,0.946666667,Pass,6.484120685,0.753333333,Pass,-2.287302299,0.753333333,Pass
S28-A20,434_10,Unknown,1,434_1,LY6E,Test,B-actin,14.57346671,0.79,Pass,0.033133264,-2.210808202,0.79,Pass,3.131546865,0.753333333,Pass,-2.337432647,0.753333333,Pass
S28-A21,434_10,Unknown,1,434_1,APOBEC3B,Test,B-actin,21.30278414,0.89,Pass,0.049384689,-0.80941208,0.89,Pass,9.860864293,0.753333333,Pass,-0.936036524,0.753333333,Pass
S28-A22,434_10,Unknown,1,434_1,IL1A,Test,B-actin,18.30523704,0.79,Pass,0.019695109,0.663113406,0.74,Pass,6.863317189,0.753333333,Pass,0.536488961,0.736666667,Pass
S28-A23,434_10,Unknown,1,434_1,IL1B,Test,B-actin,11.53312493,0.97,Pass,0.092491138,-0.728916704,0.97,Pass,0.091205086,0.753333333,Pass,-0.855541148,0.753333333,Pass
S28-A24,434_10,Unknown,1,434_1,IRF5,Test,B-actin,18.09384901,0.91,Pass,0.068747972,-0.122088208,0.91,Pass,6.65192916,0.753333333,Pass,-0.248712652,0.753333333,Pass
S28-A25,434_10,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.88905725,0.73,Pass,0.035987112,-0.520524421,0.73,Pass,1.447137403,0.73,Pass,-0.647148865,0.73,Pass
S28-A26,434_10,Unknown,1,434_1,CCL20,Test,B-actin,16.07484462,0.8,Pass,0.066028727,-2.24048506,0.8,Pass,4.632924769,0.753333333,Pass,-2.367109505,0.753333333,Pass
S28-A27,434_10,Unknown,1,434_1,CCL22,Test,B-actin,15.70293771,0.95,Pass,0.062759131,-0.060053758,0.95,Pass,4.26101786,0.753333333,Pass,-0.186678203,0.753333333,Pass
S28-A28,434_10,Unknown,1,434_1,CCL2,Test,B-actin,12.9306322,0.84,Pass,0.041469833,-1.899435256,0.833333333,Pass,1.488712349,0.753333333,Pass,-2.0260597,0.753333333,Pass
S28-A29,434_10,Unknown,1,434_1,LPL,Test,B-actin,20.08969019,0.9,Pass,0.081767941,-0.305031762,0.886666667,Pass,8.647770344,0.753333333,Pass,-0.431656207,0.753333333,Pass
S28-A30,434_10,Unknown,1,434_1,OPN(SPP1),Test,B-actin,15.2276785,0.93,Pass,0.08927187,1.273637778,0.93,Pass,3.785758652,0.753333333,Pass,1.147013333,0.753333333,Pass
S28-A31,434_10,Unknown,1,434_1,B-actin,Reference,,11.43508614,0.74,Pass,0.031186689,0.119790736,0.74,Pass,999,0,Fail,999,0,Fail
S28-A32,434_10,Unknown,1,434_1,GAPDH,Test,B-actin,11.14693749,0.84,Pass,0.078078015,0.212505443,0.77,Pass,-0.294982356,0.753333333,Pass,0.085880999,0.753333333,Pass
S28-A33,434_10,Unknown,1,434_1,18S,Test,B-actin,22.87230582,0.93,Pass,0.052145133,0.725024914,0.91,Pass,11.43038597,0.753333333,Pass,0.598400469,0.753333333,Pass
S28-A34,434_10,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A35,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A36,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A37,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A38,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A39,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A40,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A41,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A42,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A43,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A44,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A45,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A46,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A47,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S28-A48,434_10,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A01,434_7,Unknown,1,434_1,MX1,Test,B-actin,10.16437111,0.87,Pass,0.053812245,-5.168054344,0.87,Pass,-0.852769228,0.756666667,Pass,-4.869899279,0.756666667,Pass
S19-A02,434_7,Unknown,1,434_1,IRF7,Test,B-actin,11.91055553,0.8,Pass,0.036827459,-3.478586157,0.8,Pass,0.893415188,0.756666667,Pass,-3.180431091,0.756666667,Pass
S19-A03,434_7,Unknown,1,434_1,G1P3,Test,B-actin,11.17938619,0.65,Pass,0.019982874,-5.065106002,0.65,Pass,0.162245848,0.65,Pass,-4.766950936,0.65,Pass
S19-A04,434_7,Unknown,1,434_1,OASL,Test,B-actin,12.45773291,0.9,Pass,0.065237931,-2.471491759,0.9,Pass,1.440592567,0.756666667,Pass,-2.173336694,0.756666667,Pass
S19-A05,434_7,Unknown,1,434_1,IFIT4,Test,B-actin,14.42559409,0.62,Fail,0.019915253,-5.511588813,0.62,Fail,3.408453755,0.62,Fail,-5.213433747,0.62,Fail
S19-A06,434_7,Unknown,1,434_1,INFA5,Test,B-actin,26.58824906,0.95,Pass,0.072222612,-1.166361605,0.95,Pass,15.57110872,0.756666667,Pass,-0.86820654,0.756666667,Pass
S19-A07,434_7,Unknown,1,434_1,TNF ALPHA,Test,B-actin,15.25079819,0.83,Pass,0.035619194,-1.681565335,0.806666667,Pass,4.233657854,0.756666667,Pass,-1.383410269,0.756666667,Pass
S19-A08,434_7,Unknown,1,434_1,PI3,Test,B-actin,15.13439273,0.65,Pass,0.033657989,-0.310711584,0.65,Pass,4.117252393,0.65,Pass,-0.012556519,0.65,Pass
S19-A09,434_7,Unknown,1,434_1,IL-10,Test,B-actin,19.55009299,0.95,Pass,0.052633033,0.416024683,0.926666667,Pass,8.532952649,0.756666667,Pass,0.714179749,0.756666667,Pass
S19-A10,434_7,Unknown,1,434_1,IFIT1,Test,B-actin,13.16407802,0.87,Pass,0.061441596,-5.130208046,0.87,Pass,2.146937685,0.756666667,Pass,-4.832052981,0.756666667,Pass
S19-A11,434_7,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,12.97517227,0.67,Pass,0.01597179,-5.778907845,0.67,Pass,1.958031927,0.67,Pass,-5.48075278,0.67,Pass
S19-A12,434_7,Unknown,1,434_1,IFI44,Test,B-actin,13.86866588,0.76,Pass,0.057802747,-4.844151095,0.76,Pass,2.851525537,0.756666667,Pass,-4.545996029,0.756666667,Pass
S19-A13,434_7,Unknown,1,434_1,PRKR,Test,B-actin,13.5325337,0.84,Pass,0.042447337,-3.733629328,0.84,Pass,2.515393363,0.756666667,Pass,-3.435474262,0.756666667,Pass
S19-A14,434_7,Unknown,1,434_1,INFB1,Test,B-actin,23.89394465,0.84,Pass,0.045050435,-1.649500868,0.84,Pass,12.87680431,0.756666667,Pass,-1.351345802,0.756666667,Pass
S19-A15,434_7,Unknown,1,434_1,CCL-24,Test,B-actin,18.56819674,0.92,Pass,0.04242992,2.237654396,0.906666667,Pass,7.551056396,0.756666667,Pass,2.535809461,0.756666667,Pass
S19-A16,434_7,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A17,434_7,Unknown,1,434_1,PBEF,Test,B-actin,12.25777696,0.95,Pass,0.065920425,-1.135624046,0.95,Pass,1.240636624,0.756666667,Pass,-0.837468981,0.756666667,Pass
S19-A18,434_7,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,14.70100025,0.98,Pass,0.082450283,-2.610363315,0.923333333,Pass,3.683859907,0.756666667,Pass,-2.312208249,0.756666667,Pass
S19-A19,434_7,Unknown,1,434_1,OAS3,Test,B-actin,16.43100419,0.92,Pass,0.059583791,-3.655714198,0.92,Pass,5.413863852,0.756666667,Pass,-3.357559132,0.756666667,Pass
S19-A20,434_7,Unknown,1,434_1,LY6E,Test,B-actin,12.94930301,0.71,Pass,0.033133264,-3.834971902,0.71,Pass,1.932162675,0.71,Pass,-3.536816836,0.71,Pass
S19-A21,434_7,Unknown,1,434_1,APOBEC3B,Test,B-actin,21.16728768,0.91,Pass,0.049384689,-0.944908537,0.91,Pass,10.15014735,0.756666667,Pass,-0.646753472,0.756666667,Pass
S19-A22,434_7,Unknown,1,434_1,IL1A,Test,B-actin,14.8202662,0.61,Fail,0.019695109,-2.821857429,0.61,Fail,3.803125864,0.61,Fail,-2.523702363,0.61,Fail
S19-A23,434_7,Unknown,1,434_1,IL1B,Test,B-actin,8.578661983,0.97,Pass,0.092491138,-3.683379655,0.97,Pass,-2.438478356,0.756666667,Pass,-3.38522459,0.756666667,Pass
S19-A24,434_7,Unknown,1,434_1,IRF5,Test,B-actin,17.45116928,0.91,Pass,0.068747972,-0.764767938,0.91,Pass,6.43402894,0.756666667,Pass,-0.466612872,0.756666667,Pass
S19-A25,434_7,Unknown,1,434_1,NK4(IL-32),Test,B-actin,13.18000843,0.82,Pass,0.035987112,-0.22957324,0.8,Pass,2.162868094,0.756666667,Pass,0.068581826,0.756666667,Pass
S19-A26,434_7,Unknown,1,434_1,CCL20,Test,B-actin,12.91458757,0.8,Pass,0.066028727,-5.400742106,0.8,Pass,1.897447233,0.756666667,Pass,-5.102587041,0.756666667,Pass
S19-A27,434_7,Unknown,1,434_1,CCL22,Test,B-actin,15.24835896,0.96,Pass,0.062759131,-0.514632504,0.96,Pass,4.231218624,0.756666667,Pass,-0.216477439,0.756666667,Pass
S19-A28,434_7,Unknown,1,434_1,CCL2,Test,B-actin,9.959043054,0.82,Pass,0.041469833,-4.8710244,0.82,Pass,-1.058097285,0.756666667,Pass,-4.572869335,0.756666667,Pass
S19-A29,434_7,Unknown,1,434_1,LPL,Test,B-actin,20.7858422,0.91,Pass,0.081767941,0.391120242,0.886666667,Pass,9.768701859,0.756666667,Pass,0.689275308,0.756666667,Pass
S19-A30,434_7,Unknown,1,434_1,OPN(SPP1),Test,B-actin,13.10922896,0.95,Pass,0.08927187,-0.844811759,0.946666667,Pass,2.092088625,0.756666667,Pass,-0.546656693,0.756666667,Pass
S19-A31,434_7,Unknown,1,434_1,B-actin,Reference,,11.26508176,0.77,Pass,0.031186689,-0.050213647,0.77,Pass,999,0,Fail,999,0,Fail
S19-A32,434_7,Unknown,1,434_1,GAPDH,Test,B-actin,10.82837234,0.77,Pass,0.078078015,-0.106059711,0.77,Pass,-0.188768,0.756666667,Pass,0.192095355,0.756666667,Pass
S19-A33,434_7,Unknown,1,434_1,18S,Test,B-actin,22.03855029,0.94,Pass,0.052145133,-0.108730618,0.91,Pass,11.02140995,0.756666667,Pass,0.189424448,0.756666667,Pass
S19-A34,434_7,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A35,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A36,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A37,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A38,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A39,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A40,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A41,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A42,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A43,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A44,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A45,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A46,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A47,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S19-A48,434_7,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A01,434_9,Unknown,1,434_1,MX1,Test,B-actin,15.55917587,0.89,Pass,0.053812245,0.226750411,0.89,Pass,4.148625343,0.77,Pass,0.131495292,0.77,Pass
S27-A02,434_9,Unknown,1,434_1,IRF7,Test,B-actin,15.55293976,0.91,Pass,0.036827459,0.163798079,0.856666667,Pass,4.142389239,0.77,Pass,0.06854296,0.77,Pass
S27-A03,434_9,Unknown,1,434_1,G1P3,Test,B-actin,17.34499236,0.75,Pass,0.019982874,1.100500175,0.75,Pass,5.93444184,0.75,Pass,1.005245056,0.75,Pass
S27-A04,434_9,Unknown,1,434_1,OASL,Test,B-actin,15.01717621,0.91,Pass,0.065237931,0.087951543,0.91,Pass,3.606625685,0.77,Pass,-0.007303576,0.77,Pass
S27-A05,434_9,Unknown,1,434_1,IFIT4,Test,B-actin,18.06648551,0.55,Fail,0.019915253,-1.870697393,0.55,Fail,6.655934991,0.55,Fail,-1.965952512,0.55,Fail
S27-A06,434_9,Unknown,1,434_1,INFA5,Test,B-actin,24.7730753,0.78,Pass,0.072222612,-2.981535361,0.78,Pass,13.36252478,0.77,Pass,-3.07679048,0.77,Pass
S27-A07,434_9,Unknown,1,434_1,TNF ALPHA,Test,B-actin,16.31080847,0.42,Fail,0.035619194,-0.621555063,0.42,Fail,4.900257942,0.42,Fail,-0.716810182,0.42,Fail
S27-A08,434_9,Unknown,1,434_1,PI3,Test,B-actin,17.99472734,0.33,Fail,0.033657989,2.549623022,0.33,Fail,6.584176815,0.33,Fail,2.454367903,0.33,Fail
S27-A09,434_9,Unknown,1,434_1,IL-10,Test,B-actin,3.794965607,0.25,Fail,0.052633033,-15.3391027,0.25,Fail,-7.615584916,0.25,Fail,-15.43435782,0.25,Fail
S27-A10,434_9,Unknown,1,434_1,IFIT1,Test,B-actin,18.71649795,0.18,Fail,0.061441596,0.422211882,0.18,Fail,7.305947429,0.18,Fail,0.326956763,0.18,Fail
S27-A11,434_9,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,2.582667061,0.51,Fail,0.01597179,-16.17141305,0.51,Fail,-8.827883463,0.51,Fail,-16.26666817,0.51,Fail
S27-A12,434_9,Unknown,1,434_1,IFI44,Test,B-actin,17.73472025,0.72,Pass,0.057802747,-0.978096716,0.72,Pass,6.324169731,0.72,Pass,-1.073351835,0.72,Pass
S27-A13,434_9,Unknown,1,434_1,PRKR,Test,B-actin,999,0,Fail,0.042447337,999,0,Fail,999,0,Fail,999,0,Fail
S27-A14,434_9,Unknown,1,434_1,INFB1,Test,B-actin,999,0,Fail,0.045050435,999,0,Fail,999,0,Fail,999,0,Fail
S27-A15,434_9,Unknown,1,434_1,CCL-24,Test,B-actin,999,0,Fail,0.04242992,999,0,Fail,999,0,Fail,999,0,Fail
S27-A16,434_9,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A17,434_9,Unknown,1,434_1,PBEF,Test,B-actin,999,0,Fail,0.065920425,999,0,Fail,999,0,Fail,999,0,Fail
S27-A18,434_9,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,18.83074865,0.38,Fail,0.082450283,1.519385091,0.38,Fail,7.420198128,0.38,Fail,1.424129972,0.38,Fail
S27-A19,434_9,Unknown,1,434_1,OAS3,Test,B-actin,18.3399015,0.51,Fail,0.059583791,-1.746816886,0.51,Fail,6.929350979,0.51,Fail,-1.842072005,0.51,Fail
S27-A20,434_9,Unknown,1,434_1,LY6E,Test,B-actin,15.29797215,0.18,Fail,0.033133264,-1.486302765,0.18,Fail,3.887421628,0.18,Fail,-1.581557884,0.18,Fail
S27-A21,434_9,Unknown,1,434_1,APOBEC3B,Test,B-actin,20.87553406,0.87,Pass,0.049384689,-1.236662161,0.87,Pass,9.464983537,0.77,Pass,-1.33191728,0.77,Pass
S27-A22,434_9,Unknown,1,434_1,IL1A,Test,B-actin,16.8755474,0.23,Fail,0.019695109,-0.766576235,0.23,Fail,5.464996873,0.23,Fail,-0.861831354,0.23,Fail
S27-A23,434_9,Unknown,1,434_1,IL1B,Test,B-actin,12.3861639,0.94,Pass,0.092491138,0.124122262,0.94,Pass,0.975613377,0.77,Pass,0.028867143,0.77,Pass
S27-A24,434_9,Unknown,1,434_1,IRF5,Test,B-actin,18.26717895,0.93,Pass,0.068747972,0.051241735,0.923333333,Pass,6.856628429,0.77,Pass,-0.044013384,0.77,Pass
S27-A25,434_9,Unknown,1,434_1,NK4(IL-32),Test,B-actin,13.41853103,0.6,Fail,0.035987112,0.00894936,0.6,Fail,2.00798051,0.6,Fail,-0.086305759,0.6,Fail
S27-A26,434_9,Unknown,1,434_1,CCL20,Test,B-actin,18.05313891,0.75,Pass,0.066028727,-0.262190768,0.75,Pass,6.642588387,0.75,Pass,-0.357445887,0.75,Pass
S27-A27,434_9,Unknown,1,434_1,CCL22,Test,B-actin,15.58301198,0.81,Pass,0.062759131,-0.17997949,0.81,Pass,4.172461454,0.77,Pass,-0.275234609,0.77,Pass
S27-A28,434_9,Unknown,1,434_1,CCL2,Test,B-actin,15.35933253,0.68,Pass,0.041469833,0.529265074,0.68,Pass,3.948782005,0.68,Pass,0.434009955,0.68,Pass
S27-A29,434_9,Unknown,1,434_1,LPL,Test,B-actin,18.78355012,0.82,Pass,0.081767941,-1.611171839,0.82,Pass,7.372999593,0.77,Pass,-1.706426958,0.77,Pass
S27-A30,434_9,Unknown,1,434_1,OPN(SPP1),Test,B-actin,14.27958883,0.78,Pass,0.08927187,0.325548104,0.78,Pass,2.869038304,0.77,Pass,0.230292985,0.77,Pass
S27-A31,434_9,Unknown,1,434_1,B-actin,Reference,,11.53584552,0.55,Fail,0.031186689,0.220550112,0.55,Fail,999,0,Fail,999,0,Fail
S27-A32,434_9,Unknown,1,434_1,GAPDH,Test,B-actin,10.73441159,0.76,Pass,0.078078015,-0.20002046,0.76,Pass,-0.676138934,0.76,Pass,-0.295275579,0.76,Pass
S27-A33,434_9,Unknown,1,434_1,18S,Test,B-actin,22.87248484,0.86,Pass,0.052145133,0.725203932,0.86,Pass,11.46193431,0.77,Pass,0.629948813,0.77,Pass
S27-A34,434_9,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A35,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A36,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A37,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A38,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S27-A39,434_9,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
